Gene,logFC,AveExpr,t,P.Value,adj.P.Val,B
RNF213,3031.995155,4883.475157,6.119826605,3.74E-09,2.03E-07,-4.390935493
LUM,2973.187846,6809.67816,2.98824353,0.003094074,0.023683517,-4.54572831
C1QB,2940.899036,3233.561928,4.70360169,4.29E-06,0.00011802,-4.470000487
TGM2,2914.250745,4256.837686,4.097662164,5.69E-05,0.001062409,-4.499686943
LAPTM5,2818.44202,3823.163119,7.246712336,5.67E-12,5.86E-10,-4.32120146
SOD2,2805.623959,8109.298592,3.308839496,0.001079178,0.010994747,-4.533633751
UBB,2781.49504,16481.5198,2.401871333,0.017064484,0.079603382,-4.565055702
S100P,2780.156856,4862.771447,2.548632244,0.011431972,0.060326376,-4.560569702
C4A,2750.246029,4248.320737,3.376333336,0.000855402,0.009267521,-4.530956736
IFI30,2736.938767,5663.474959,4.696883439,4.43E-06,0.000121021,-4.47034508
ASS1,2735.168506,5816.938764,2.683662021,0.007783568,0.045630994,-4.55623222
HLA-DQA1,2703.121208,1949.63366,8.062559549,3.42E-14,6.98E-12,-4.268531086
TMSL3,2695.009226,50623.47179,0.472117827,0.637267159,0.795098648,-4.600178925
COL6A1,2681.170178,7673.661896,2.632916143,0.009009269,0.050634884,-4.557885677
SERPING1,2615.784994,5620.592804,3.618078332,0.000361125,0.004672014,-4.521008391
CD44,2601.229948,7818.135723,1.531523394,0.126943302,0.301776832,-4.586549413
SPP1,2483.423878,5719.60746,1.705832376,0.089319412,0.241157566,-4.58296549
C1S,2454.529955,3726.998469,5.382391605,1.73E-07,6.80E-06,-4.433590147
C5orf32,2425.529412,4053.883696,3.166783399,0.001738894,0.015685595,-4.539120968
PIGR,2419.500835,39209.24253,0.30718298,0.758967676,0.87294383,-4.60101184
IDO1,2394.629368,1781.29506,4.215905995,3.51E-05,0.000712581,-4.494124006
CTSS,2393.180047,3677.409348,6.798894269,8.14E-11,6.33E-09,-4.349441416
SPTBN1,2379.698922,10286.74777,2.350415333,0.019554336,0.087349836,-4.56657144
ITGB4,2342.048647,7132.944939,2.867667469,0.004498985,0.03059347,-4.550004062
HLA-DMA,2300.937031,2483.781914,6.734788107,1.18E-10,8.93E-09,-4.353432997
GBP4,2300.687366,2009.824457,5.092394919,7.10E-07,2.42E-05,-4.449517386
SLC25A5,2298.078432,8956.708522,2.661476054,0.008299649,0.047815234,-4.556958553
RNASE1,2289.598398,2739.518098,2.812949075,0.005311037,0.034192941,-4.551893943
C1QC,2228.147135,2469.686487,6.638570372,2.06E-10,1.46E-08,-4.359397292
MMP7,2198.643138,4873.643008,0.960131631,0.337945103,0.55292411,-4.595664892
ITM2B,2182.714482,11018.40776,2.837556591,0.004930646,0.032526324,-4.55104797
DES,2161.052556,7998.214707,0.489891944,0.624653167,0.787433728,-4.600068189
GBP1,2109.795856,1980.556652,8.592176868,1.06E-15,4.43E-13,-4.233827585
FAT1,2103.552323,5475.857584,2.9634929,0.003344475,0.024956695,-4.546618384
GREM1,2090.00139,2400.170978,3.176573848,0.001683538,0.015347362,-4.538749265
C1QA,2088.449861,2756.064118,3.146485945,0.001859062,0.016377899,-4.539888496
IFI6,2079.697476,5272.855559,1.911538652,0.057113906,0.179430199,-4.578264496
HSPA1A,2048.629414,12631.85457,1.010600216,0.313214899,0.527284295,-4.595024647
LCP1,2017.520658,2404.381892,8.089558974,2.87E-14,6.01E-12,-4.266768852
TAPBP,2017.390611,8164.305909,3.572918686,0.000425754,0.005326652,-4.522908883
HLA-F,2013.952352,2669.692125,5.696060448,3.54E-08,1.59E-06,-4.415799005
CXCL9,1991.506781,1684.311969,7.413563501,2.05E-12,2.46E-10,-4.310539937
PI3,1980.640618,2363.859408,1.690957188,0.092129497,0.24530305,-4.58328573
IRF1,1974.599977,2630.587623,7.961765264,6.54E-14,1.20E-11,-4.275101344
CD68,1964.553307,2865.775034,7.217304984,6.78E-12,6.83E-10,-4.323073358
THBS1,1955.354941,5093.383699,2.151967113,0.032387332,0.123404428,-4.572135058
MSN,1912.382508,5528.291067,4.402448176,1.61E-05,0.000369716,-4.485115588
COL5A1,1884.540785,4525.857852,2.709540746,0.007218267,0.043137865,-4.555378251
PARP14,1880.834681,2941.625406,8.034422995,4.10E-14,7.97E-12,-4.270366541
TAP2,1859.181526,2485.794773,7.314517356,3.75E-12,4.06E-10,-4.316877007
CLDN18,1858.143109,2973.528733,1.346603375,0.179364974,0.374631883,-4.589944683
AEBP1,1857.500278,4708.828982,2.622019313,0.009294078,0.051754574,-4.55823707
ACTA2,1843.561759,7825.481735,0.650639838,0.515894863,0.706039371,-4.598881817
MX1,1841.538129,2575.932511,5.121601404,6.18E-07,2.13E-05,-4.447937392
ANXA4,1836.006231,4806.757933,3.891260423,0.000128889,0.002077362,-4.509112916
TMBIM6,1824.531987,19242.15469,2.382378296,0.017972718,0.08247346,-4.56563342
NEAT1,1810.40039,6928.953814,1.891133153,0.059798229,0.184875154,-4.57875339
UBE2L6,1775.304302,2262.043886,8.261419634,9.40E-15,2.44E-12,-4.255531525
SERPINA1,1751.066046,9503.690023,0.596745544,0.551233864,0.731906725,-4.599316633
POSTN,1740.657394,3643.04633,2.357012526,0.019218216,0.086281879,-4.566378776
OAS3,1728.695707,2655.146272,5.665499333,4.14E-08,1.85E-06,-4.417556584
IGFBP7,1688.605488,5493.365321,2.512383441,0.012641995,0.064664662,-4.561699988
APOL6,1675.460076,2247.741232,9.18042439,1.95E-17,1.33E-14,-4.195109334
SRGN,1651.512062,1568.470356,4.203111798,3.70E-05,0.000743788,-4.494731523
MYL12B,1628.118906,9586.558018,2.936530658,0.003638283,0.026507023,-4.547580732
CTSC,1626.487317,3999.022389,4.032678307,7.39E-05,0.001325899,-4.502694167
CA2,1619.595112,3520.980735,1.16984911,0.243209943,0.453627801,-4.592793497
GPRC5A,1619.188116,4670.203503,2.226751672,0.026882681,0.108213396,-4.57009138
TAGLN,1610.864294,10418.53511,0.447341034,0.655028072,0.806595017,-4.600326487
A2M,1601.863836,8438.64169,1.585357085,0.114188096,0.282021008,-4.58548203
MXRA5,1594.069553,2417.942912,4.080751622,6.10E-05,0.001132185,-4.500472953
PSME1,1577.345954,5146.425129,4.305448651,2.42E-05,0.000522026,-4.489834769
HLA-DMB,1568.071369,2265.67829,4.386935924,1.72E-05,0.000393323,-4.485875297
C1R,1566.986989,3458.7495,4.377477215,1.79E-05,0.000406613,-4.486337604
LAP3,1561.404035,2612.478727,8.037509343,4.02E-14,7.91E-12,-4.270165258
HSP90AA1,1551.210022,31390.20025,0.698925686,0.485268118,0.683865899,-4.598460567
SULF1,1549.04556,3571.741299,2.913796981,0.003904162,0.027786945,-4.548386248
ARHGDIB,1547.038666,1978.477813,8.415605859,3.41E-15,1.07E-12,-4.245424526
ITGB2,1536.173837,1733.065668,7.423996292,1.92E-12,2.34E-10,-4.309871101
SLC12A2,1535.414723,5246.214659,1.825415742,0.069168038,0.203625416,-4.580294252
TXNDC5,1534.649629,7394.027893,2.173513791,0.030709571,0.119161961,-4.571552852
PSMB8,1523.125162,3336.235719,4.971408061,1.26E-06,4.03E-05,-4.456002577
IFI27,1505.138117,8093.105996,1.268119883,0.205971025,0.409608883,-4.591257747
CXCL5,1492.189847,1538.253065,2.02941771,0.043507792,0.150530139,-4.575343925
MCL1,1470.948505,7158.038432,4.183324187,4.02E-05,0.000797014,-4.495668456
YWHAZ,1466.357663,21969.73128,1.225511422,0.221571238,0.42815697,-4.591938454
TYMP,1461.373392,1794.23334,5.942722506,9.69E-09,4.93E-07,-4.401434611
UBC,1460.587952,28460.31366,0.904118546,0.366829653,0.579677482,-4.596337639
LGALS3,1446.054952,10337.78146,0.96532152,0.335345275,0.550934022,-4.595600542
GPNMB,1438.107807,2680.920768,4.180751865,4.06E-05,0.000804491,-4.495790016
HLA-H,1429.455723,3105.285697,3.780029445,0.000197457,0.002893972,-4.514037888
COL5A2,1427.534692,3452.738995,2.59349753,0.010078193,0.054848886,-4.559150669
RGS1,1423.258833,1370.212609,6.833647199,6.64E-11,5.27E-09,-4.347271766
CCL5,1413.220725,1422.061464,4.900841056,1.75E-06,5.38E-05,-4.459739633
MYL12A,1393.416199,6787.851264,3.605166378,0.000378593,0.004850964,-4.521553721
OAS2,1378.420351,1608.433679,7.642714815,4.94E-13,6.77E-11,-4.295795091
RHOA,1367.423684,11291.10121,3.222191096,0.001446476,0.013674931,-4.537004671
ANXA2,1345.893498,20449.33879,0.838304866,0.40268486,0.612247039,-4.597077103
LGALS3BP,1336.996974,20063.55428,0.900937359,0.368515318,0.580767335,-4.596374651
IFI16,1333.259826,1789.008947,7.452793283,1.61E-12,1.99E-10,-4.308023675
FLNB,1320.968257,8021.002573,1.431287811,0.153634953,0.339492305,-4.588442154
LIMA1,1320.052651,3354.440367,3.533840658,0.0004903,0.00593852,-4.524537988
FOS,1319.604949,6805.433615,1.21642414,0.225005809,0.432552673,-4.592080696
CAP1,1316.687071,6444.899489,4.121460375,5.17E-05,0.000988587,-4.498576706
COTL1,1310.674707,4154.09237,3.535909939,0.000486664,0.005898854,-4.524452084
THBS2,1306.983591,2346.632329,2.642504064,0.008765183,0.049690675,-4.557575421
HSPD1,1304.34332,12629.37942,1.378489855,0.169322215,0.360746821,-4.58938935
GBP2,1303.546399,2239.442423,5.839012879,1.68E-08,7.96E-07,-4.407512099
IL32,1298.32514,4756.250549,1.65780114,0.098650353,0.25647521,-4.583989895
PSMB9,1295.813883,1587.529115,5.62401425,5.12E-08,2.25E-06,-4.419934286
GLUL,1290.533737,8601.620147,2.049968376,0.041442881,0.145638812,-4.574818041
APOB,1290.201611,723.1832036,0.944543821,0.34583176,0.559825019,-4.595856111
MMP2,1266.982606,6722.078903,1.237038927,0.217268976,0.423008653,-4.59175653
CALM2,1265.957215,9496.771342,2.377999521,0.018182504,0.08317897,-4.565762605
CTSE,1257.967307,2227.666542,1.859978503,0.064099111,0.193859466,-4.57949028
AQP1,1255.499009,3001.42385,1.41469905,0.158439227,0.346379989,-4.588743468
ZFP36,1252.623616,4554.945342,1.452544698,0.147642622,0.331166518,-4.588051088
ATP5A1,1230.973531,11611.61822,2.053254,0.041120612,0.144817997,-4.574733505
COL12A1,1230.448831,5207.783105,1.683084564,0.093645392,0.248049309,-4.583454133
ABHD2,1227.211568,4733.858447,2.08917742,0.037734252,0.136362802,-4.573801006
FCGR3A,1227.194812,1264.686075,7.112978308,1.27E-11,1.19E-09,-4.32969565
BIRC3,1217.620176,1286.072972,5.327908451,2.27E-07,8.61E-06,-4.436622204
AHNAK,1195.951783,14997.77708,0.702852786,0.482821534,0.681451175,-4.598424991
DUOX2,1175.149528,1522.92046,1.924613006,0.055447572,0.175648526,-4.577948653
MALAT1,1171.670412,3223.8209,1.921161992,0.055883396,0.176733359,-4.578032217
GBP5,1165.158391,788.4133103,5.924493958,1.07E-08,5.36E-07,-4.402506698
MYOF,1164.629028,3338.09345,3.271432292,0.001225572,0.012137994,-4.535098152
CXCL10,1156.105317,940.1935953,6.919718624,4.01E-11,3.34E-09,-4.341881413
ALDH2,1154.159223,5153.775888,2.853103058,0.00470328,0.031575025,-4.550510191
SLC39A14,1136.391309,3355.061545,2.277883485,0.023604264,0.099147626,-4.568657108
TPM4,1135.404788,12168.49542,1.662812802,0.097641554,0.254622848,-4.583884312
DSG2,1130.861422,6606.029301,1.649396874,0.100360829,0.258942991,-4.584166268
NCOA7,1129.633411,2329.788663,3.675356422,0.000292387,0.003938775,-4.518570616
RARRES3,1125.644417,1690.477092,3.337586086,0.000977922,0.010261263,-4.532499025
PGK1,1124.586767,10600.73782,1.443024216,0.15030385,0.335191255,-4.588226926
EZR,1115.225298,11902.52184,1.293758563,0.196979463,0.397931662,-4.590837231
ICAM1,1114.373173,1663.124313,4.636984451,5.78E-06,0.000152736,-4.473402795
IL8,1113.610027,2099.916407,1.465480388,0.144085003,0.326615573,-4.587810383
SLC40A1,1111.034663,5071.717945,1.690391318,0.092237791,0.245511317,-4.583297859
TRAM1,1108.384121,5412.746763,3.689825466,0.000277086,0.003763714,-4.517950015
JAK1,1095.182348,2857.512708,6.242975839,1.90E-09,1.10E-07,-4.383549917
PTPRC,1084.669707,917.058551,9.037573017,5.21E-17,3.04E-14,-4.204515109
PARP9,1078.942707,1752.064144,9.543199117,1.57E-18,1.68E-15,-4.171248237
MUC1,1078.930284,11389.59432,0.643115604,0.520756614,0.710153247,-4.598944764
LGALS9,1065.790697,3133.439502,3.890474755,0.000129282,0.002081646,-4.509148088
HNRNPA2B1,1056.73407,16472.11286,1.488714584,0.137861574,0.317813574,-4.587372876
MGC29506,1056.055979,621.9106683,3.377435226,0.000852137,0.009238277,-4.530912662
XAF1,1054.889356,1331.772008,6.999093731,2.51E-11,2.21E-09,-4.336889908
MYH14,1051.828308,8109.626232,1.272157346,0.204535509,0.407647858,-4.59119207
C2,1048.370312,1318.609184,5.994136692,7.36E-09,3.82E-07,-4.398402027
CORO1A,1048.139087,1349.815804,5.886510774,1.31E-08,6.40E-07,-4.404735347
ADAR,1046.222769,7172.332761,3.148056746,0.001849495,0.016319433,-4.539829247
NLRC5,1034.286696,1371.475617,7.801672144,1.81E-13,2.83E-11,-4.285506394
ANXA5,1024.83705,5586.160201,2.571822032,0.010713193,0.057499773,-4.559839004
DTX3L,1022.195505,2347.371248,6.566425534,3.11E-10,2.10E-08,-4.363847495
LASP1,1015.659055,6296.986523,3.007577175,0.002910572,0.022602031,-4.545028617
ITGA6,999.89207,5613.234699,1.692229023,0.091886473,0.244815674,-4.583258454
CES2,992.2886863,3135.11277,1.525263372,0.128496268,0.304260695,-4.586671232
CCND2,991.4898472,2043.276961,3.266698063,0.001245362,0.012279878,-4.535282499
C15orf48,986.5065284,1754.230388,2.05572396,0.040879756,0.14420385,-4.574669872
STAT3,985.3549927,4756.799947,3.467840802,0.000620577,0.007175754,-4.527256572
CYP2S1,982.9160126,1780.137107,2.960773389,0.003373092,0.025109195,-4.546715794
JUNB,981.6229882,4199.941239,2.289176777,0.022929135,0.097389173,-4.568336298
SDCBP,975.1944084,4373.967685,3.613409912,0.000367351,0.004726351,-4.521205739
COL6A2,973.8175171,8474.354388,1.03694607,0.30079366,0.515385793,-4.594677613
CTSZ,971.9200664,4764.642534,2.578006925,0.010528449,0.056720086,-4.559643121
BGN,968.4900638,7493.900364,1.011272628,0.312893712,0.526966407,-4.595015899
GIF,965.5036215,433.3235298,1.763887157,0.079009872,0.222643109,-4.581690127
MYH9,957.7440242,24169.22792,0.674427888,0.500681612,0.695298859,-4.598678027
ADAM9,945.908122,4150.183299,1.886822762,0.060378526,0.186316422,-4.57885603
LIPA,940.0970392,1780.200042,5.98711707,7.64E-09,3.95E-07,-4.398816822
SERPINB1,939.7236098,3584.940699,2.295565839,0.022554712,0.096363084,-4.56815416
ARL6IP1,934.4646475,7410.090165,1.981940391,0.048614768,0.1612296,-4.576539913
ENC1,933.5330355,2828.253877,3.163182037,0.001759677,0.015811913,-4.539257453
CD164,929.4113367,9410.073948,1.809349281,0.071634728,0.208481319,-4.58066312
IL2RG,921.2185573,1359.770112,4.932852465,1.51E-06,4.71E-05,-4.458048606
ANXA11,920.2701096,5903.565136,2.447867551,0.015080215,0.072658799,-4.563675593
CD46,918.7478841,5688.800993,2.267986363,0.024210134,0.100631072,-4.56893706
DAZAP2,914.4726251,6154.551528,3.878195751,0.000135579,0.002153305,-4.509697083
IQGAP1,913.8477966,5918.399272,2.502246872,0.013000177,0.06591855,-4.562013455
KLF6,913.635044,2934.568242,3.00750304,0.002911256,0.022602031,-4.545031308
ANXA2P2,912.4388527,6629.917663,1.633970373,0.103562348,0.264403825,-4.584487781
PLEC,909.2412607,9883.009051,1.081528364,0.280536269,0.494154241,-4.59407039
CTSH,905.811304,3205.890901,2.310837974,0.021681301,0.093917153,-4.567716903
IFIT3,904.2487417,940.486113,8.636087281,7.88E-16,3.58E-13,-4.230940683
ALDOB,897.6367476,792.535836,0.890759122,0.37394113,0.58592484,-4.596492204
CD14,896.8968672,1688.170155,4.298819049,2.49E-05,0.000534622,-4.490154565
SFRP4,895.9080418,1756.964414,1.694942192,0.091369769,0.244116221,-4.583200201
CD53,893.6353398,836.5953996,9.718317854,4.57E-19,9.32E-16,-4.159754867
CYBB,891.4313006,905.8106824,8.434218429,3.02E-15,9.66E-13,-4.2442031
DDX5,891.348011,9239.981941,2.906016895,0.003999155,0.028156192,-4.548660674
TNFSF10,891.3006082,1970.045745,3.93720058,0.000107765,0.001786275,-4.507046847
LY6E,891.2476291,6521.015318,0.897568896,0.370305495,0.582525676,-4.596413701
PRSS3,889.0376578,1625.295727,2.726350066,0.006871222,0.04175156,-4.554819685
CD59,882.8481202,6721.21555,1.511828308,0.131879326,0.309056087,-4.586931056
YWHAH,882.2496907,3686.879241,5.919745764,1.09E-08,5.48E-07,-4.402785687
PLBD1,875.1328881,1485.08732,3.595033351,0.000392855,0.004999332,-4.521980595
RAC2,872.6837359,1020.256636,6.704630341,1.41E-10,1.04E-08,-4.355305907
CD79A,870.5739969,492.1887257,3.306254671,0.001088746,0.011061576,-4.533735385
CASP1,867.5605311,858.6572402,5.767072255,2.45E-08,1.12E-06,-4.411695833
HERPUD1,867.542818,2905.345261,3.869062108,0.00014045,0.002208932,-4.510104584
HLA-DOA,864.8119899,630.8851035,6.189260133,2.56E-09,1.42E-07,-4.386779676
MMP14,863.6219996,6773.318072,1.279551172,0.201925647,0.404371402,-4.591071268
TLN1,859.2388392,7208.539658,1.606501635,0.109464783,0.273821282,-4.585053112
ETS1,856.4230453,1653.109293,5.816756807,1.89E-08,8.85E-07,-4.408809258
NCOA4,852.9067359,3667.418503,3.432389069,0.000703297,0.007908219,-4.528699672
CD4,843.4661769,1036.857021,9.299535072,8.58E-18,7.00E-15,-4.187269535
CXCL13,843.4457713,646.786366,6.084490948,4.52E-09,2.42E-07,-4.393042034
PSME2,843.4439146,4449.352284,1.66975522,0.096257835,0.252709706,-4.58373755
ACTR2,842.7874436,6478.404381,2.906899434,0.003988275,0.028091699,-4.548629576
GBP3,841.4306436,1451.839146,4.940919655,1.45E-06,4.55E-05,-4.457621342
HPGD,841.0782622,1783.243274,1.383012159,0.167932948,0.35923078,-4.589309569
ARPC2,840.5193861,4714.907946,4.136675704,4.86E-05,0.000941467,-4.497864386
HCP5,839.5966809,1274.465491,6.249203515,1.84E-09,1.07E-07,-4.383174652
UQCRC2,836.0758954,4101.977494,2.806591817,0.005413551,0.034675187,-4.55211145
TSPAN3,834.8921266,7402.842985,1.352606595,0.177440948,0.371849358,-4.589841095
CTSL1,831.3300984,1809.746765,4.719136532,4.00E-06,0.000111199,-4.469202415
SP100,827.3999102,1593.702631,8.476580781,2.28E-15,7.92E-13,-4.241422159
APOL2,826.8640943,1536.779207,5.18136507,4.63E-07,1.63E-05,-4.444687173
FBN1,823.6917587,1683.098074,3.057793751,0.002479647,0.020042178,-4.543193229
KLF5,823.248543,5843.295911,1.296998088,0.195864251,0.396477528,-4.590783515
STAT2,821.3798385,1909.248023,8.346909383,5.37E-15,1.50E-12,-4.249930225
TRIM22,818.1126195,1042.595109,8.543108486,1.47E-15,5.60E-13,-4.237052349
IFNGR1,817.54077,1969.00445,4.875681269,1.96E-06,5.92E-05,-4.461063757
SLC25A3,817.5060651,8432.401393,1.787443691,0.075114311,0.215054522,-4.58116107
OAS1,816.0375614,1231.271373,5.851089566,1.57E-08,7.54E-07,-4.406807171
LSP1,814.3061969,1009.095718,7.337703771,3.26E-12,3.57E-10,-4.315395616
CD55,811.7659337,4375.194265,1.033522501,0.302388834,0.516919955,-4.594723206
TMBIM1,804.2969434,4957.752312,1.823989114,0.06938419,0.204126036,-4.580327131
DNAJA1,804.0511115,3632.224159,3.787785606,0.000191731,0.002832928,-4.513698059
TNFRSF6B,803.2981307,1053.244203,3.011095258,0.002878275,0.02241991,-4.544900881
OPTN,799.2644695,1782.237007,5.94630404,9.50E-09,4.85E-07,-4.401223776
PTGES3,798.5771429,8575.832029,1.819656696,0.07004403,0.205389527,-4.580426828
NBL1,798.0561691,4282.484875,1.865652021,0.063297281,0.192270642,-4.579356947
POF1B,795.770047,1448.177796,3.072875253,0.002362192,0.019409922,-4.542636946
SULF2,793.8517103,3006.355778,2.152764013,0.032323901,0.123277818,-4.572113621
SPATS2L,793.4883766,2214.626371,4.813927422,2.61E-06,7.64E-05,-4.464295056
TIMP3,791.7084247,3611.569656,1.147665464,0.252237415,0.463659683,-4.593123439
LMO7,791.6574552,2428.371012,2.317357928,0.021317542,0.09298731,-4.567529422
SAMD9L,791.1485778,865.474902,7.031584029,2.07E-11,1.86E-09,-4.334841282
WIPF1,790.4927505,1015.912114,8.506379329,1.87E-15,6.64E-13,-4.239465229
SERPINB6,789.010984,3265.908212,2.777662759,0.005903124,0.037207932,-4.553095783
SSR4,787.6356824,5876.57164,1.079700857,0.28134788,0.494676593,-4.594095774
CCL18,786.4710087,687.4416758,4.428278834,1.44E-05,0.00033339,-4.483846342
TIMP2,786.1077619,4913.31702,1.2611312,0.208473228,0.412875107,-4.591370951
ERAP1,782.4675906,1967.378925,4.891312202,1.83E-06,5.59E-05,-4.460241639
BTG1,777.1341584,2787.267505,3.949847514,0.000102554,0.001724408,-4.506474832
LGMN,775.5551022,2888.199339,3.690007375,0.000276899,0.003763714,-4.517942201
TNFRSF1B,771.4222147,1215.48213,8.572589437,1.20E-15,4.85E-13,-4.235115033
TPP1,768.2862656,3891.064059,3.722730227,0.000245054,0.00340511,-4.51653153
EIF4A2,766.751374,7303.74114,1.751523517,0.081119716,0.226787945,-4.581965136
AHR,764.6340722,2445.820735,3.235307909,0.001384276,0.01324913,-4.536499174
BTN3A2,761.7145094,1405.9713,8.218934289,1.24E-14,2.98E-12,-4.258312509
CEACAM6,759.169676,5939.377867,0.474734193,0.635403601,0.793744039,-4.600162881
IFITM2,759.1298755,3265.875786,2.145690834,0.032890667,0.124624256,-4.572303638
PIM2,754.4131379,820.5990414,5.449999725,1.24E-07,5.05E-06,-4.429803065
SOCS3,752.1924388,1878.070959,2.475529128,0.013987907,0.069143373,-4.562834216
PLSCR1,750.8280661,1533.577171,5.787958036,2.19E-08,1.02E-06,-4.41048397
ERBB3,749.6017841,4189.934008,1.908573238,0.057497626,0.180211382,-4.578335851
TMEM176B,749.0509731,1724.608192,3.002397251,0.00295873,0.022916121,-4.54521646
SLCO2B1,748.9927151,941.5157364,6.763123857,1.00E-10,7.72E-09,-4.351670385
VCAN,746.4597304,3121.816059,1.656029388,0.099008987,0.257039231,-4.584027149
CMPK1,745.0694936,4658.097681,2.126784166,0.034447835,0.128731931,-4.572808712
PDZK1IP1,741.919288,1825.499821,2.525573092,0.012189103,0.063238476,-4.5612904
ZFP36L2,740.7273895,6511.347732,1.684389621,0.093392717,0.247643932,-4.583426268
CDC42EP1,736.2396162,3255.553513,2.031374825,0.043307446,0.150082615,-4.575294056
MYC,735.2451127,2687.774181,2.046339254,0.041801341,0.146609212,-4.574911268
MBNL1,734.1548634,2791.729497,4.352723614,1.98E-05,0.000442962,-4.487544116
CTGF,734.0289003,3790.804383,0.996243611,0.320124633,0.535190957,-4.595210059
TPM3,733.6087136,9170.28875,1.685274034,0.093221796,0.247377441,-4.583407373
LRP1,731.085402,5061.979684,1.312442618,0.190611415,0.389598468,-4.590525626
CD47,730.3492485,2484.736557,4.634521536,5.84E-06,0.000153862,-4.473527955
SLAMF7,726.8364126,541.3942871,6.110248069,3.94E-09,2.13E-07,-4.391507086
GHITM,726.0209018,4589.24205,2.385640397,0.017817821,0.081963505,-4.565537038
HSP90B1,725.0607571,25707.59983,0.503935132,0.614764378,0.780380812,-4.599977814
ATP5G3,722.4842498,4897.286555,1.995560759,0.047100299,0.158101682,-4.576199515
STOM,719.3412156,2657.905536,2.494934083,0.013264159,0.066757826,-4.562238891
